Price,Close,High,Low,Open,Volume
Ticker,BAC,BAC,BAC,BAC,BAC
Datetime,,,,,
2025-05-29 13:30:00+00:00,44.14500045776367,44.459999084472656,44.130001068115234,44.369998931884766,0
2025-05-29 13:35:00+00:00,44.149898529052734,44.189998626708984,44.060001373291016,44.150001525878906,565937
2025-05-29 13:40:00+00:00,44.10499954223633,44.19499969482422,44.09000015258789,44.150001525878906,272096
2025-05-29 13:45:00+00:00,44.07149887084961,44.130001068115234,44.005001068115234,44.10499954223633,290031
2025-05-29 13:50:00+00:00,44.14500045776367,44.150001525878906,44.029998779296875,44.03499984741211,248593
2025-05-29 13:55:00+00:00,44.18000030517578,44.18000030517578,44.01499938964844,44.141998291015625,290287
2025-05-29 14:00:00+00:00,44.18000030517578,44.2400016784668,44.15119934082031,44.16999816894531,286035
2025-05-29 14:05:00+00:00,44.029998779296875,44.18000030517578,44.02000045776367,44.18000030517578,331076
2025-05-29 14:10:00+00:00,44.064998626708984,44.06999969482422,44.0,44.03969955444336,378295
2025-05-29 14:15:00+00:00,44.0,44.10725784301758,43.970001220703125,44.060001373291016,350520
2025-05-29 14:20:00+00:00,44.064998626708984,44.07500076293945,43.970001220703125,43.994998931884766,300251
2025-05-29 14:25:00+00:00,44.1349983215332,44.13999938964844,44.060001373291016,44.06230163574219,264498
2025-05-29 14:30:00+00:00,44.064998626708984,44.15999984741211,44.060001373291016,44.1349983215332,482948
2025-05-29 14:35:00+00:00,44.10499954223633,44.13999938964844,44.060001373291016,44.064998626708984,383309
2025-05-29 14:40:00+00:00,44.07367706298828,44.099998474121094,44.029998779296875,44.099998474121094,173406
2025-05-29 14:45:00+00:00,44.1150016784668,44.119998931884766,44.04999923706055,44.06999969482422,178769
2025-05-29 14:50:00+00:00,44.14500045776367,44.169898986816406,44.09000015258789,44.1150016784668,244121
2025-05-29 14:55:00+00:00,44.15999984741211,44.189998626708984,44.119998931884766,44.13999938964844,232021
2025-05-29 15:00:00+00:00,44.109901428222656,44.18000030517578,44.09000015258789,44.15999984741211,231836
2025-05-29 15:05:00+00:00,44.09000015258789,44.1349983215332,44.08000183105469,44.099998474121094,235224
2025-05-29 15:10:00+00:00,44.085899353027344,44.165000915527344,44.08000183105469,44.09000015258789,359143
2025-05-29 15:15:00+00:00,44.1349983215332,44.16999816894531,44.08000183105469,44.08000183105469,370997
2025-05-29 15:20:00+00:00,44.14350128173828,44.18000030517578,44.119998931884766,44.130001068115234,211075
2025-05-29 15:25:00+00:00,44.169898986816406,44.19499969482422,44.14500045776367,44.14500045776367,265431
2025-05-29 15:30:00+00:00,44.03499984741211,44.16999816894531,44.0,44.165000915527344,340389
2025-05-29 15:35:00+00:00,44.025001525878906,44.06990051269531,44.0,44.029998779296875,399413
2025-05-29 15:40:00+00:00,44.060001373291016,44.08000183105469,44.01499938964844,44.02000045776367,235072
2025-05-29 15:45:00+00:00,44.064998626708984,44.11000061035156,44.029998779296875,44.064998626708984,471509
2025-05-29 15:50:00+00:00,44.08000183105469,44.13999938964844,44.060001373291016,44.064998626708984,248032
2025-05-29 15:55:00+00:00,43.95500183105469,44.084999084472656,43.900001525878906,44.06999969482422,393713
2025-05-29 16:00:00+00:00,43.97990036010742,43.994998931884766,43.90999984741211,43.959999084472656,336146
2025-05-29 16:05:00+00:00,43.96500015258789,43.9900016784668,43.939998626708984,43.97990036010742,241133
2025-05-29 16:10:00+00:00,44.02000045776367,44.025001525878906,43.959999084472656,43.96229934692383,318078
2025-05-29 16:15:00+00:00,44.06999969482422,44.07600021362305,44.02000045776367,44.02000045776367,193746
2025-05-29 16:20:00+00:00,44.04499816894531,44.089900970458984,44.02000045776367,44.06999969482422,275273
2025-05-29 16:25:00+00:00,44.059898376464844,44.06999969482422,44.03499984741211,44.04499816894531,301817
